keyid,filename,title,creator,date,publisher not identified,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,language,display_template
hk0059,placeholder.jpg,Tragedy and triumph : a story about the Baal Tosfos Yom Tov,"Einhorn, P H;Zmora, Avram",2023,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,112 pages,33 cm,,,,,,,,,,"Czech Republic;Prague (Czech Republic);Graphic novels;Heller, Yom Tov Lipmann ben Nathan ha-Levi Wallerstein, 1579-1654",Image;StillImage,image/jpeg,eng,item
hk0060,placeholder.jpg,"Lessons of greatness : a compilation of cartoon stories about gedolim as well as ""regular"" people with timely lessons sure to inspire children and adults over and over!","Keren, Daniel;Schwartz, Yonasan;Suval, Yishaya;Pensky, Tzai R",2017,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,35 pages,28 cm,,,,,,,,,,Jewish ethics;Rabbis;Judaism;Jewish religious education;Religious comics;Graphic novels;Biography,Image;StillImage,image/jpeg,eng,item
hk0061,placeholder.jpg,Moments of greatness : illustrated stories of our Gedolim,"Pensky, Tzai R;Schwartz, Yonasan",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,44 pages,29 cm,,,,,,,,,,Rabbis;Anecdotes,Image;StillImage,image/jpeg,eng,item
hk0062,placeholder.jpg,My name is Emes,"Schachter, Fishel;Schwartz, Yonasan;Pensky, Tzai R",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,45 pages,29 cm,,,,,,,,,,Truthfulness and falsehood;Judaism;Graphic novels;Religious comics,Image;StillImage,image/jpeg,eng,item
hk0063,placeholder.jpg,Snapshots of greatness : illustrated stories of our Gedolim,"Pensky, Tzai R;Schwartz, Yonasan",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,43 pages,29 cm,,,,,,,,,,Rabbis;Religious comics;Graphic novels;Biography,Image;StillImage,image/jpeg,eng,item
hk0064,rosenfeld_kindlittlerivka.jpg,Kind little Rivka,"Rosenfeld, Dina Herman;Winn-Lederer, Ilene",1991,Hachai Publishing,"Brooklyn, NY",,,,,1st edition,color illustrations,1 volume,26 cm,Little greats,,,,,,,,,Bible stories;Biography;Picture books;Rebekah (Biblical matriarch),Image;StillImage,image/jpeg,eng,item
hk0065,placeholder.jpg,Who needs you?,"Blau, Sara;Boroda, Joni Aliza",2020,It's Good To Know Publishing,"Brooklyn, NY",,,,,,color illustrations,24 pages,,,,,,,,,,,Jewish ethics;Jewish way of life,Image;StillImage,image/jpeg,eng,item
hk0066,placeholder.jpg,The thank yous never end! : a book about thanking Hashem,"Schreiber, Alana;Simon, Mira",2022,Judaica Press,"Brooklyn, NY",Judaica Press Kids,,,,,color illustrations,14 pages,22 cm,,,,,,,,,,Gratitude;Judaism;Conduct of life;Jewish ethics;Board books,Image;StillImage,image/jpeg,eng,item
hk0067,placeholder.jpg,Good night little lambs : Jewish bedtime stories,"Grunfeld, C L;Gurwicz-Ziskind, A",2001,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,40 pages,28 cm,,,,,,,,,"Ten stories explaining how animals played a role in the Bible and Aggadah, such as Balaam's donkey, Ahasuerus's horse, and Daniel and the lions.",Animals in the Bible;Bible stories;Aggada;Jewish religious education,Image;StillImage,image/jpeg,eng,item
hk0068,placeholder.jpg,The flying invitation,"Fuchs, Menuchah;Hass, Estie",2003,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,1,,,,,,,This funny little story reveals how Tzvi the birthday boy made some new friends in a very unusual way.,Friendship;Birthdays;Fiction,Image;StillImage,image/jpeg,eng,item
hk0069,placeholder.jpg,The puppet show,"Fuchs, Menuchah;Hass, Estie",2003,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,2,,,,,,,The resourceful Ima shows her children how seemingly useless things can be put to good purpose.,Socks;Puppets;Fiction,Image;StillImage,image/jpeg,eng,item
hk0070,placeholder.jpg,The most beautiful picture in the world,"Fuchs, Menuchah;Hass, Estie",2003,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,3,,,,,,,Four little friends cooperate to make the most beautiful picture in the world.,Cooperation;Painting;Fiction,Image;StillImage,image/jpeg,eng,item
hk0071,placeholder.jpg,Look out below!,"Fuchs, Menuchah;Hass, Estie;Lepon, Shoshana",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,12,,,Translation of: Hanan ve-Dan tofsim sukariyot.;In rhyme.,,,,"When candy rains down at a simcha in shul, the bigger boys find a way to make sure the little kids are able to get, too.",Sabbath;Jewish marriage customs and rites;Fiction,Image;StillImage,image/jpeg,eng,item
hk0072,placeholder.jpg,Feathered friends,"Fuchs, Menuchah;Hass, Estie;Lepon, Shoshana",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,14,,,,,,,A little boy discovers baby birds on his window sill and learns what it means to truly care for another.,Birds;Caring;Fiction,Image;StillImage,image/jpeg,eng,item
hk0073,placeholder.jpg,Hide and go sleep,"Fuchs, Menuchah;Hass, Estie",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,4,,,,,,,"In a game of Hide and Go Seek, the boys in this story discover an unusual opportunity for chesed when they finally find their friend Shimi.",Hide-and-seek;Sleep;Fiction,Image;StillImage,image/jpeg,eng,item
hk0074,placeholder.jpg,The little helpers,"Fuchs, Menuchah;Hass, Estie",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,20 pages,20 cm,Menucha V'Simcha,5,,,,,,,"The children want to help Ima in the kitchen, but can't seem to get it right.",Soups;Vegetables;Helpfulness;Fiction,Image;StillImage,image/jpeg,eng,item
hk0075,placeholder.jpg,The best gift of all,"Fuchs, Menuchah;Lepon, Shoshana;Hass, Estie",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,6,,,,,,,What do you get Ima for her birthday when you haven't got any money? Discover how resourceful some kids can be.,Gifts;Birthdays;Resourcefulness;Fiction,Image;StillImage,image/jpeg,eng,item
hk0076,placeholder.jpg,Just a pinch,"Fuchs, Menuchah;Lepon, Shoshana;Hass, Estie",2004,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,7,,,,,,,"The children learn that things can still go wrong when you follow directions, and the key to success is cooperation.",Cooperation;Fishes;Fiction,Image;StillImage,image/jpeg,eng,item
hk0077,placeholder.jpg,Four good friends and a boat,"Fuchs, Menuchah;Lepon, Shoshana;Hass, Estie",2005,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,,Menucha V'Simcha,8,,,,,,,"When Ari's toy boat gets ruined, he learns that good friends are worth more than all the toys in the world!",Friendship;Play;Toys;Fiction,Image;StillImage,image/jpeg,eng,item
hk0078,placeholder.jpg,The not-so-scary monsters,"Fuchs, Menuchah;Lepon, Shoshana;Hass, Estie",2005,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,19 pages,20 cm,Menucha V'Simcha,9,,,,,,,"When Yossi and his friends play a game that scares Yossi's little brother, they must learn the importance of being thoughtful of others.",Fear;Thoughtfulness;Fiction,Image;StillImage,image/jpeg,eng,item
hk0079,placeholder.jpg,Yael and the Shabbos treats,"Weinstock, Malky;Pileggi, Steve",2017,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,28 cm + 1 CD,LITE Girl,8,,,,,,,"""Why are treats only for Shabbos? What makes Shabbos so special?"" Yael wonders as she shops with Mommy to prepare for Shabbos. Join Yael as she discovers why Shabbos is the most special day of the week! A charming book for every home, to enhance and glorify Shabbos!""--Amazon.com",Sabbath;Jewish girls;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,eng,item
hk0080,placeholder.jpg,Yael keeps on trying,"Weinstock, Malky;Pileggi, Steve",2018,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,28 cm + 1 CD,LITE Girl,9,,,,,,,"""Yael is so excited to begin her new dance class, but on her first day, her feet feel clumsy and won't do the dance steps. ''I'm not going back, '' Yael tells her Mommy and Abba, ready to give up. Join Yael as she learns to keep on trying! Yael is a Lite Girl, and you can be one, too!""--Amazon.com",Dance;Jewish girls;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,eng,item
hk0081,placeholder.jpg,Yael stands tall,"Weinstock, Malky;Pileggi, Steve",2020,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,24 pages,28 cm + 1 CD,LITE Girl,,,,,,,,"""Chani, the shy new girl in Yael's class, is being teased by another girl -- and no one is doing anything to stop it. Soon, others are being teased, too. Join Yael as she learns to stand up tall and help her friends!""--Amazon.com",Bullying;Jewish girls;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,eng,item
hk0082,placeholder.jpg,Yael learns to wait,"Weinstock, Malky;Pileggi, Steve",2022,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,24 pages,28 cm + 1 CD,LITE Girl,,,,,,,,,Patience;Jewish girls;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,eng,item
hk0083,placeholder.jpg,I can have savlanut,"Blau, Sara;Wolf, Malka",2022,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,23 pages,29 cm,I can be,,Middos train,,,,,,"What if there's something you want right now, but it's taking sooo long! Are there things you can do to not get upset? Yes, there are -- the Torah shows us how! Climb aboard the Middos Train, and YOU can learn to be patient, too! The Middos Train Series -- the perfect way for kids to learn the Torah's approach to good behavior. Climb aboard!",Patience;Judaism;Jewish ethics,Image;StillImage,image/jpeg,eng,item
hk0084,placeholder.jpg,On Purim,"Goetz, Bracha",2011,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,17 cm,What do you see?,,,,"Title from cover;On board pages.;""Ages 3 and under.""",,,,,Purim;Board books,Image;StillImage,image/jpeg,eng,item
hk0085,placeholder.jpg,On Shavuos,"Goetz, Bracha",2015,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,12 pages,17 cm,What do you see?,,,,"On board pages.;""Ages 3 and under.""",,,,,Shavuot,Image;StillImage,image/jpeg,eng,item
hk0086,placeholder.jpg,Dovy's gam zu l'tovah day,"Weinstock, Malky;Pileggi, Steve",2023,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Boy,7,,,"""Read-along story audio and song included!""--Cover.",,,,,Judaism;Conduct of life;Picture books;Audiobooks;Fiction,Image;StillImage,image/jpeg,eng,item
hk0087,placeholder.jpg,The queen's palace guards : practical strategies for maintaining your self-worth in the face of hurtful behavior (ona'as devarim),"Adahan, Miriam;Genut, Esther",2015,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations,36 pages,28 cm,,,,,,,,,"""As we go through life, we all encounter ona'as devarim, the Torah's term for verbal abuse, whether in speech or gestures. While many people dismiss these incidents as 'just words', the truth is that the body reacts to harsh criticism, disapproval, scorn, or mockery as if it had been dealt an actual physical blow. The Queen's Palace Guards gives your children -- whose sense of identity is being shaped mainly by what others think of them -- the skills they need to feel empowered instead of helpless in the face of inevitable negativity or disrespect""--Back cover.",Jewish ethics,Image;StillImage,image/jpeg,eng,item
hk0088,ohayon_saddamgameover1.jpg,Saddam : game over,"Ohayon, Avraham",2023,Menucha Publishers,"Brooklyn, NY",,,,,,illustrations,volumes,31 cm,,,,,"""The Yechezkel family's saga is intertwined with the story of the rise and fall of Saddam Hussein. Based on real life events."" -- title page",,,,,"Iraq;Jewish families;Israel;Graphic novels;Haredi and religious literature;Hussein, Saddam, 1937-2006",Image;StillImage,image/jpeg,eng,item
hk0089,placeholder.jpg,"The invisible golem... : an illustrated adventure story, based on the legends of the Golem of Chelm","Gold, D (Dovid);Singer, Chaya",2016,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,chiefly color illustrations,56 pages,27 cm,Golem series,,,,"Based on: Israel der GotteskaÌˆmpfer, der Baalscham von Chelm und sein Golem, ein ostjuÌˆdisches Legendenbuch / Chajim Bloch.;Translation of: RoÊ¼eh ve-eno nirÊ¼eh : me-alilot ha-Golem me-Helem.;Title from cover",,,,"In the first tale, the Golem snoops invisibly to uncover the real jewel-thieves and free an innocently accused man. In the second tale, a Jew is murdered in the forest and Rav Eliyahu Baal Shem, unsure of the victim's real identity, sends the golem to to investigate. In the third, a once-Jewish noblewoman reveals a plot to poison the town's Jews after Passover, and the golem apprehends the bakers.","Golem;Jewish legends;Folklore;Jewish religious education;Israel;Chelm (Lublin);Poland;Graphic novels;Eliyahu Baal-Shem, mi-Vermaiza, 1536 or 1537-1583",Image;StillImage,image/jpeg,eng,item
hk0090,placeholder.jpg,The missing mezuzah,"Got, Elie;Gold, D (Dovid)",2016,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,59 pages,35 cm,Eli & Gold comics,1,,,,,,,Two plucky Jewish religious twin boys in Tiberias both survive the earthquake of 1837 and as refugees in Jerusalem must escape the designs of an apostate missionary; the foreign antiquities dealer they helped wishes to send his son to learn in Jerusalem but is opposed by a Reformer.,"Earthquakes;Palestine;Orthodox Judaism;Reform Judaism;Judaism;Israel;Jerusalem (Israel);Germany;Middle East;History;Graphic novels;Montefiore, Moses, Sir, 1784-1885",Image;StillImage,image/jpeg,eng,item
hk0091,placeholder.jpg,The cryptic script,"Got, Elie;Gold, D (Dovid)",2018,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,chiefly color illustrations,74 pages,35 cm,Eli & Gold comics,8,,,,,,,"""How did the priest plan to destroy the Jews? Are Zalmi and Zelma afraid of the plan? Why did the apostate escape from the yeshiva? How does he plan on deceive the Jews? ... Uncover the answers to these spine-tingling questions in this action-packed, meticulously researched historical story""-- Back cover.",Italy;History;17th century;Poland;Jewish learning and scholarship;Judaism;Israel;1559-1789;Graphic novels;Fiction;Haredi and religious literature,Image;StillImage,image/jpeg,eng,item
hk0092,placeholder.jpg,The powerful tongue,"Hershkowitz, M M (Menachem Mendel);Levy, Yitzchok",2021,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,70 pages,34 cm,,,,,,,,,,Yemen (Republic);Jewish religious education;History;Graphic novels;Fiction,Image;StillImage,image/jpeg,eng,item
hk0093,placeholder.jpg,Eli-Copter : Japan.,"Bar-Lev, Dan;Bar-Lev, Yoel",2023-2024,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,"Brooklyn, NY",,,,chiefly color illustrations,volumes,34 cm,,,,,,,,,"""The rescue organization Migdal Yeshuos is always on the run. From New York to Honolulu, from the deserts of Africa to the tundra of Antarctica. If a Yid needs help, they'll be there! This time, the organization receives a call for help in the case of a respected Yid, who is both a Kashrus Mashgiach and a scientist. He has disappeared in Japan under murky circumstances. Without hesitation, Eli-Copter and his partner Itzik set out on a daring journey to Japan to locate the missing Mashgiach. They are shocked when the risky mission ends almost before it begins! The missing Klonimus Kukenberg is perfectly safe and sound. Is it possible that the call for help was unfounded? Was it just a joke they played on Migdal Yeshuos and its dedicated staff members? Or maybe..just maybe...there's something sinister lurking beneath the surface. Is there a dangerous plot that they're trying to conceal? This is what Eli and Itzik will reveal in the pages of this dramatic book! Fasten your seatbelts and get ready for an electrifying journey!""--Back cover, volume 1",Japan;Missing persons;Superheroes;Action and adventure;Graphic novels,Image;StillImage,image/jpeg,eng,item
hk0094,placeholder.jpg,Yossi & Laibel learn to share,"Rosenfeld, Dina Herman;Nodel, Norman",2010,Hachai Publishing,"Brooklyn, NY",,,,,,illustrations,14 pages,17 cm,,,,,,,,,,Jewish ethics,Image;StillImage,image/jpeg,eng,item
hk0095,placeholder.jpg,Yossi & Laibel learn to help,"Rosenfeld, Dina Herman;Nodel, Norman",2011,Hachai Publishing,"Brooklyn, NY",,,,,,color illustrations,12 pages,17 cm,,,,,Adapted from Hot on the trail.,,,,,Helping behavior;Jewish ethics;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,eng,item
hk0096,placeholder.jpg,Out of Egypt : an illustrated adaptation of the Book of Exodus,"Moscowitz, Moshe;Sokoloff, David;Carter, Jon",2006,JET - Jewish Educational Toys,"Chicago, IL",,,,,,color illustrations,111 pages,28 cm,,,,,"""Shazak Production.""",,,,,The Exodus (Biblical),Image;StillImage,image/jpeg,eng,item
hk0097,placeholder.jpg,If the candles could speak : the story of Chanukah,"Prus, Dassie;Graham, Michael",2018,Jewish Big Books Publishing,"Doylestown, PA",,,,,,color illustrations,"34, 3 pages",28 cm,,,,,"Laminated pages.;""Also available in Big Book edition [54 cm, 2013]""",,,,Eight colorful candles tell two children the story of the Maccabees' bravery and the miracle of the menorah that burned for eight days on only one day's worth of oil.,Hanukkah;History;586 BC-70 AD;Candles and lights (Judaism);Fiction,Image;StillImage,image/jpeg,eng,item
hk0098,prus_yomkippur.jpg,The Yom Kippur book : better than before,"Gordon, Mina E;Prus, Dassie;Darmawan, Iwan",2023,Jewish Big Books Publishing,"Doylestown, PA",,,,,,color illustrations,43 pages,28 cm,,,,,In rhyme.,,,,,Yom Kippur,Image;StillImage,image/jpeg,eng,item
hk0099,placeholder.jpg,Let's stay healthy,"Goetz, Bracha;David, Racheli",2021,The Goetz Bookshop,"Houston, TX",,,,,,color illustrations,28 pages,27 cm,,,,,,,,,,Health;Judaism,Image;StillImage,image/jpeg,eng,item
hk0100,placeholder.jpg,Don't read this book,"Goetz, Bracha;David, Racheli",2022,The Goetz Bookshop,"Houston, TX",,,,,,color illustrations,35 pages,27 cm,,,,,"""The Munk family edition""--Cover.",,,,,Yetzer hara (Judaism),Image;StillImage,image/jpeg,eng,item
hk0101,placeholder.jpg,The royal orphan,"Rozen, R;Krishevski, E (Ester) Chaya",2019,R Rosen,"Jerusalem, Israel",,,,,,color illustrations,55 pages,31 cm,,,,,,,,,,Jewish orphans;God (Judaism);Love;Jewish religious education;Israel;Europe;14th century;Graphic novels;Religious comics,Image;StillImage,image/jpeg,eng,item
hk0102,placeholder.jpg,"Left behind : a thrilling international story, from Odessa to Yerushalayim","Rozen, R;Singer, Chaya",2022,R Rosen,"Jerusalem, Israel",,,,,,color illustrations,52 pages,31 cm,,,,,,,,,,Ukraine;Odesa (Ukraine);19th century;Jerusalem (Israel);Jewish religious education;Israel;Middle East;Odesa;Religious comics;Historical fiction;Graphic novels;History;Fiction,Image;StillImage,image/jpeg,eng,item
hk0103,placeholder.jpg,Yossele's turnabout,"Meshi, Zahav Yehudit;Tovahleh, ;Lavon, Yocheved",2018,Shai Publishing,Israel,Kinder Shpiel,"Brooklyn, NY",,,,color illustrations,58 pages,32 cm,,,,,,,,,,Jewish religious education;Israel;Poland;Przesieka (Poland);Jewish families;Action and adventure;Graphic novels;Religious comics,Image;StillImage,image/jpeg,eng,item
hk0104,placeholder.jpg,Trapped,"Einhorn, P H;Yarhi, G'aki",2020,Tiferet Publishers,Israel,,,,,,color illustrations,67 pages,35 cm,,,,,As serialized in Kindlayn.,,,,"Three children find themselves trapped in a menacing country. Filled with fear, they wonder if they will ever find their way back to their loving parents. Their grandfather leads them to safety, but he will tell you that he himself is being led. He feels safe and calm in the knowledge that it is Hashem Who is guiding them through their treacherous journey.The children and their grandfather climb over mountains and cross pitch-black valleys. They give up wealth and comfort in their quest for a life of true values. Freedom? Safety? Those are luxuries they can only dream about. Will they succeed in evading their murderous enemies? Will they fulfill their deepest dreams?",Iran;History;20th century;Jewish religious education;Emigration and immigration;Grandfathers;Haredi and religious literature;Iranian Revolution 1979;Israel;Action and adventure;Graphic novels;Historical fiction;Religious comics,Image;StillImage,image/jpeg,eng,item
