objectid,objecttype,title,lc,nli,viaf,wiki,filename,creator,date,publisher,publisherloc,publisher2,publisher2loc,distributor,distloc,edition,illustration,pages,size,series,volume,seriesadd,volumeadd,note,translatedfrom,bibliography,contents,summary,subjects,type,format,display_template
hk0005,item,"Let's all run, let's all race, let's all catch the alef bais",,,,,diamond_letsallrun.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Hebrew language;Alphabet;Fiction,Image;StillImage,image/jpeg,item
hk0006,item,Thank you Hashem,,,,,diamond_thankyouhashem.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Seasons;Customs and practices;Gratitude;Judaism;Fiction,Image;StillImage,image/jpeg,item
hk0007,item,Tick tick tick : a story about getting ready for Shabbos,,,,,diamond_tickticktick.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,color illustrations,17 pages,,Mish and Mush,,,,Originally published in 2007.,,,,,Sabbath;Customs and practices;Jewish families;Fiction,Image;StillImage,image/jpeg,item
hk0008,item,What am I?,,,,,diamond_whatami.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Customs and practices;Riddles,Image;StillImage,image/jpeg,item
hk0009,item,When I grow up,,,,,diamond_whenigrowup.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Customs and practices;Jewish families;Occupations;Fiction,Image;StillImage,image/jpeg,item
hk0010,item,Mish and Mush : [Purim],,,,,placeholder.jpg,"Diamond, Shani;Niasoff, Nissa;Teleshevsky, Sarah Baila",2014,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,illustrations,3 volumes,17 cm,,,,,,,,[V.1] Who ate the Mishloach Monos? [v.2] What can we put inside the homentashen? [v.3] The day that Didi didn't!,,Purim,Image;StillImage,image/jpeg,item
hk0011,item,Mish and Mush Pesach Haggadah,,,,,placeholder.jpg,"Diamond, Shani;Niasoff, Nissa;Teleshevsky, Sarah Baila",2017,Mish and Mush Creations,Australia,,,Feldheim Publishers,"Nanuet, NY",,illustrations,16 pages,17 cm,,,,,,,,,,Passover,Image;StillImage,image/jpeg,item
hk0012,item,Spin a dreidel story : a story about Chanukah,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2013,Mish and Mush Creations,Australia,,,Feldheim Publishers,,,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Hanukkah;Customs and practices;Jewish families;Fiction,Image;StillImage,image/jpeg,item
hk0013,item,Eight tiny flames : a story about lighting the Chanukah menorah,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2014,Mish and Mush Creations,Australia,,,Feldheim Publishers,,,color illustrations,17 pages,16 cm,Mish and Mush,,,,,,,,,Hanukkah;Customs and practices,Image;StillImage,image/jpeg,item
hk0014,item,Mish and Mush : around the year and growing up,,,,,placeholder.jpg,"Diamond, Shani;Niasoff, Nissa;Teleshevsky, Sarah Baila",2007,Mish and Mush Creations,Australia,,,,,,illustrations,5 volumes,17 cm,,,,,"""Set No. 2."";Includes : A surprise for old Zaidy Gray, What month is it now?, What happened to the moon?, Thank you Hashem, When I grow up.",,,,,Birthdays;Judaism;Jewish calendar;Jewish way of life,Image;StillImage,image/jpeg,item
hk0015,item,Mish and Mush : Pesach to Shavuos,,,,,placeholder.jpg,"Diamond, Shani;Niasoff, Nissa;Teleshevsky, Sarah Baila",2007,Mish and Mush Creations,Australia,,,,,,illustrations,5 volumes,17 cm,,,,,"""Set No. 3."";Includes : Leshaim matzas mitzva, So many questions, What comes next?, Counting counting, What's happening in shul today?",,,,,Passover;Sefirah period;Shavuot,Image;StillImage,image/jpeg,item
hk0016,item,Mish and Mush : Shabbos,,,,,placeholder.jpg,"Diamond, Shani;Niasoff, Nissa;Teleshevsky, Sarah Baila",2007,Mish and Mush Creations,Australia,,,,,,illustrations,5 volumes,17 cm,,,,,"""Set No. 1."";Includes : Tick tick tick, A whole week of shabbos, A taste of shabbos, A jar full of mitzvos, Shabbos is the day of rest.",,,,,Sabbath,Image;StillImage,image/jpeg,item
hk0017,item,The itchy Shabbos,,,,,goetz_itchyshabbos.jpg,"Goetz, Bracha;Hershberg, Yael",1982,DovDov Publications,"Baltimore, MD",,,,,,illustrations,31 pages,23 cm,,,,,,,,,,Sabbath;Mosquitoes,Image;StillImage,image/jpeg,item
hk0018,item,Trap in Shanghai,,,,,adler_trapinshanghai1.jpg,"Adler, Tsevi Aryeh;Katz, Adi;Davis, N;David, N",2017,Comics: Kosher comics for kids,"Bnei Brak, Israel",,,,,,color illustrations,74 pages,32 cm,End of the world,,,,,Malkodet be-Shanghai,,,"Rabbi Shaked, of South Africa, meets a mysterious ""uncle"" in a mansion, who first tells him about how Shaked's studious father kept Jewish boys from losing their Judaism, went in wartime to Shanghai and then hid from the secret police; he asks Shaked to bring him the man's papers. Rabbi Shaked escapes the mansion with unexpected help from a secret service, but then they send him to Shanghai to bring them a secret list. More in part two...",Yeshivas;Lithuania;Rabbis;Persecutions;Russia;China;Shanghai (China);Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk0019,item,Wake up Mish and Mush : a story about negel vasser,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,1,,,,,,,,Hand washing (Jewish rite),Image;StillImage,image/jpeg,item
hk0020,item,Goodnight Mish and Mush : a story about the bedtime Shema,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,10,,,,,,,,,Image;StillImage,image/jpeg,item
hk0021,item,How many coins in the pushka today : a story about numbers,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,2,,,,,,,,Charity;Judaism,Image;StillImage,image/jpeg,item
hk0022,item,"The porridge is ready, but something is missing : a story about brochos",,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,3,,,,,,,,,Image;StillImage,image/jpeg,item
hk0023,item,Where did all these leaves come from? : a story about Hashem,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,4,,,,,,,,Creation,Image;StillImage,image/jpeg,item
hk0024,item,"Mish and Mush, Mish and Mush, what do you see? : a story about Alef Bais and colors",,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,13 pages,16 cm,Mish and Mush,5,,,,,,,,Alphabet;Judaism,Image;StillImage,image/jpeg,item
hk0025,item,Sharing and caring,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,6,,,,,,,,Jewish ethics,Image;StillImage,image/jpeg,item
hk0026,item,Smile! Gam zu letova : a everything happens for the best,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,7,,,,,,,,Jewish ethics,Image;StillImage,image/jpeg,item
hk0027,item,Inside outside : a story about opposites,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,8,,,,,,,,Jewish themes in children's literature,Image;StillImage,image/jpeg,item
hk0028,item,Hakoras hatov and a great big hug : a story about saying thank you,,,,,placeholder.jpg,"Diamond, Shani;Teleshevsky, Sarah Baila;Niasoff, Nissa",2001,Mish and Mush Creations,"Bondi Junction, NSW, Australia",,,,,,color illustrations,15 pages,16 cm,Mish and Mush,9,,,,,,,,Jewish ethics,Image;StillImage,image/jpeg,item
hk0029,item,Eli learns abut feelings : getting mad makes you feel bad,,,,,placeholder.jpg,"Gold, R;Liebler, Nechama;Lepon, Shoshana",2020,Kinder Shpiel,"Brooklyn, NY",,,,,,color illustrations,16 pages,24 cm,Eli learns to deal with feelings,5,,,Laminated pages.,,,,,Jealousy;Jewish ethics;Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk0030,item,Ship-shape for Shabbos : a shapes book,,,,,placeholder.jpg,"Blau, Sara;Lewczuk, Lidia E",2015,Judaica Press,"Brooklyn, NY",Judaica Press Kids,,,,,color illustrations,18 pages,26 cm,Skills for school,,,,On board pages.,,,,"""So many shapes to discover, so little time left until Shabbos! As we clean up the house for Shabbos, can you learn all the different shapes?"" -- back cover",Shapes;Sabbath;Picture books;Board books,Image;StillImage,image/jpeg,item
hk0031,item,My first look and find Shabbos,,,,,placeholder.jpg,"Spira, Yaffa;Lewczuk, Lidia E",2016,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,12 pages,26 cm,,,,,On board pages.,,,,"""Simple picture clues and gentle rhymes take your toddler or preschooler on a delightful journey through Shabbos!""--Back cover.",Sabbath;Jewish way of life;Judaism;Haredi and religious literature;Board books;Poetry;Picture books;Puzzles and games,Image;StillImage,image/jpeg,item
hk0032,item,Moishy many mitzvos,,,,,placeholder.jpg,"Blau, Sara;Lewczuk, Lidia E",2018,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,16 pages,22 cm,Judaica Press Kids,,,,Board book.,,,,"""Now Moishy's big enough to do mitzvos! Now that Moishy is 3 years old, he's ready to start doing mitzvos! He's so excited to give tzedakah, do kibud av v'eim, make brachos, and do many other mitzvos! Join Moishy as he learns to do mitzvos happily!""--back cover.",Jewish ethics;Jewish way of life;Commandments (Judaism);Conduct of life;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk0033,item,Silent alarm,,,,,placeholder.jpg,"Millman, M C",2005,Judaica Press,"Brooklyn, NY",,,,,,,221 pages,24 cm,,,,,,,,,"In a quiet town in rural Pennsylvania, there are fires, including that of the old shul. Was it set by the envious neighbor, or a local slimy insurance adjuster? Can the rabbi restore order among his congregation's members?",Rabbis;United States;Synagogues;Arson;Jewish way of life;Jewish religious fiction;Fiction;Detective and mystery,Image;StillImage,image/jpeg,item
hk0034,item,My first brachos board book,,,,,placeholder.jpg,"Edelman, B C",2011,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,22 cm,,,,,On board pages.,,,,,Benediction;Judaism;Food;Jewish religious education,Image;StillImage,image/jpeg,item
hk0035,item,Dovy runs,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Stone, Reuven A;Szpilzinger, Menachem",2015,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Boy,1,,,"Includes a CD with ""lyrics and audio production Reuven A. Stone;vocalist, Menachem Szpilzinger.""",,,,,Orthodox Judaism;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0036,item,Dovy learns to share,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2017,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,1 volume,28 cm + 1 audio disc,LITE Boy,,,,"Includes a CD with ""Song and audio produced by Rochel Leah Reifer.""",,,,,Sharing;Friendship;Jewish ethics;Conduct of life;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0037,item,Dovy's Sukkos discovery,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2018,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,1 volume,28 cm + 1 audio disc,LITE Boy,,,,"Includes a CD with ""Song and audio produced by Rochel Leah Reifer.""",,,,"""It's almost Sukkos, and Dovy is so excited! But he wonders, ""Why don't we just eat inside our house on Sukkos? Why do we need a sukkah?"" Join Dovy in his Sukkos discovery -- that Hashem is always watching over us and protecting us, wherever we are!""--back cover.",Sukkot;Sukkah;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0038,item,Dovy and the hachnasas sefer Torah,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2019,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,1 volume,28 cm + 1 audio disc,LITE Boy,,,,"Includes a CD with ""Song and audio produced by Rochel Leah Reifer-Lamm.""",,,,,Orthodox Judaism;United States;Torah scrolls;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0039,item,Dovy and his cheer-up visitors : a bikur cholim story,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2021,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,1 volume,28 cm + 1 audio disc,LITE Boy,,,,"Includes a CD with ""Song and audio produced by Rochel Leah Reifer-Lamm.""",,,,,Orthodox Judaism;United States;Visiting the sick (Judaism);Fiction,Image;StillImage,image/jpeg,item
hk0040,item,Yael gets a guest,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Stone, Reuven A;Szpilzinger, Menachem",2015,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Girl,,,,"Includes a CD with ""lyrics and audio production Reuven A. Stone;vocalist, Menachem Szpilzinger.""",,,,,Jewish girls;Orthodox Judaism;Hospitality;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0041,item,Yael's Pesach dance,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Stone, Reuven A;Szpilzinger, Menachem",2015,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,1 volume,25 cm + 1 audio disc,LITE Girl,1,Yael Yom Tov series,,"Includes a CD with ""lyrics and audio production Reuven A. Stone;vocalist, Menachem Szpilzinger.""",,,,,Passover;Jewish girls;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,item
hk0042,item,Yael and the shining menorah lights,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Stone, Reuven A;Szpilzinger, Menachem",2015,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Girl,2,Yael Yom Tov series,,"Includes a CD with ""lyrics and audio production Reuven A. Stone;vocalist, Menachem Szpilzinger.""",,,,,Hanukkah;Jewish girls;Orthodox Judaism;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0043,item,Yael and her new white dress : a Rosh Hashanah and Yom Kippur story,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Brown, M",2016,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,23 pages,25 cm + 1 audio disc,LITE Girl,,,,"Includes a CD with ""music snd by M. Brown.""",,,,,Jewish girls;Rosh Hashanah;Yom Kippur;Orthodox Judaism;Clothing and dress;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0044,item,Yael's great big family,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Brown, M",2017,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Girl,,,,"Includes a CD with ""music and lyrics by M. Brown.""",,,,,Jewish girls;Orthodox Judaism;Jewish ethics;Commandments (Judaism);Helping behavior;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0045,item,New shoes for Yael,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Brown, Mattisyahu",2012,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Girl,,,,"""Library of Congress Catalog# VA 1-776-193""--Title page verso;CD contents: story narration (Malky Weinstock) (8:23) -- song Hello world (""music, vocals [sic] and lyrics, Mattisyahu Brown."") (2:28) --credits from title page verso",,,,"As Yael gets measured for brand new shoes [with high heels that would make her taller], she learns that everyone is created the perfect size.-- Back cover.; Yael, Lite Gir's original lovable character, learns that everyone is perfect in her own way-- Title-page verso.",Jewish girls;Self-acceptance;Stature (tall and short);Jewish ethics;Orthodox Judaism;Jewish religious fiction;Fiction,Image;StillImage,image/jpeg,item
hk0046,item,Yael plants seeds,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2019,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,28 cm + 1 audio disc,LITE Girl,,,,,,,,Yael learns about seeds in Savta's vegetable garden.,Seeds;Gardening;Jewish families;God (Judaism);Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0047,item,Choices : a novel,,,,,elias_choices.jpg,"Elias, Miriam L",1996,Tamar Books,"Brooklyn, NY",,,Artscroll Mesorah Publications,"Brooklyn, New York",1st edition,,126 pages,24 cm,,,,,,,,,,Jewish girls;United States;Friendship;Ultra-Orthodox Jews;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk0048,item,Yael and the secret language : a story about talking to Hashem,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve",2021,Judaica Press,"Brooklyn, NY",,,,,,illustrations (some color),1 volume,28 cm + 1 audio disc,LITE Girl,,,,"""Audio/musical CD included!""--Cover.",,,,"""Yael and her brother are curious about their mother's whispering. Is it a secret language? Join Yael as she learns about talking to Hashem whenever she needs help.""--Amazon.com.",God (Judaism);Prayers and devotions;Faith (Judaism);Haredi and religious literature;Prayer;Judaism;Fiction;Songs and music,Image;StillImage,image/jpeg,item
hk0049,item,Yossi & Laibel's Shabbos surprise,,,,,placeholder.jpg,"Rosenfeld, Dina Herman;Nodel, Norman",2017,Hachai Publishing,"Brooklyn, NY",,,,,,color illustrations,1 volume,17 cm,,,,,"""Adapted from Peanut butter & jelly for Shabbos."";On board pages.",,,,"In this rhyming story, brothers Yossi and Laibel prepare a Shabbos surprise for the whole family.",Brothers;Jewish families;Sabbath;Jewish way of life;Family life;Board books;Fiction;Stories in rhyme,Image;StillImage,image/jpeg,item
hk0050,item,Why the moon only glows : a medrash [sic] retold,,,,,rosenfeld_whythemoononlyglows.jpg,"Rosenfeld, Dina Herman;Holtzman, Yehudit",1992,Hachai Publishing,"Brooklyn, NY",,,,,,color illustrations,30 pages,26 cm,,,,,,,,,"This story is just for you, if you would like to know, why the sun can shine so brightly, but the moon can only glow! Looking for the perfect bed time story? This age-old story from the Midrash, retold in rhyme for the very young child and illustrated with dreamy watercolor paintings, creates just the right mood for sleep.;8\ ""...A flowing version of a popular midrash.. that teaches humility along the way"". Moment.",Creation;Midrash;Folklore;Moon;Picture books,Image;StillImage,image/jpeg,item
hk0051,item,My first Shabbos board book : what we do (and don't do) on Shabbos,,,,,placeholder.jpg,"Greenberg, Zahava;Horowitz, Tova;Simon, Mira",2020,Judaica Press,"Brooklyn, NY",Judaica Press Kids,,,,,color illustrations,1 volume,22 cm,,,,,On board pages.,,,,"""A Shabbos guide for your little ones! It's a challenge for little kids to know what they're allowed and not allowed to do on Shabbos. With gentle rhyme and charming illustrations, this adorable book introduces them to the basic do's and don'ts of Shabbos, and helps plant the seeds of love for Shabbos in their tender hearts.""--Amazon.com",Sabbath;Jewish way of life;Board books;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk0052,item,My very own mitzvah feet,,,,,placeholder.jpg,"Goetz, Bracha;Wolf, Malka",2013,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,,,,,,On board pages.,,,,,Jewish way of life;Foot;Conduct of life;Fiction,Image;StillImage,image/jpeg,item
hk0053,item,My very own mitzvah mouth,,,,,placeholder.jpg,"Goetz, Bracha;Wolf, Malka",2013,Judaica Press,"Brooklyn, NY",,,,,,color illustrations,1 volume,22 cm,,,,,On board pages.,,,,,Jewish way of life;Mouth;Speech;Commandments (Judaism);Fiction,Image;StillImage,image/jpeg,item
hk0054,item,Dovy and the builders,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Stone, Reuven A;Szpilzinger, Menachem",2015,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,24 pages,25 cm + 1 audio disc,LITE Boy,2,,,"Includes a CD with ""lyrics and audio production Reuven A. Stone;vocalist, Menachem Szpilzinger.""",,,,,Orthodox Judaism;Building;Haredi and religious literature;Fiction;Religious fiction,Image;StillImage,image/jpeg,item
hk0055,item,Yael and her new baby sister,,,,,placeholder.jpg,"Weinstock, Malky;Pileggi, Steve;Brown, Mattisyahu",2016,LITE Child Enterprises,"Brooklyn, NY",Judaica Press,"Brooklyn, NY",,,,color illustrations,22 pages,25 cm + 1 audio disc,LITE Girl,,,,"For accompanying CD: ""song lyrics and composition: Mattisyahu Brown""--Title page verso",,,,"""There's lots of excitement in Yael's house-- a new baby sister! Everyone is thrilled ... except Yael. Join Yael as she adjusts, learning to love and accept Baby Esther. This is the big sister book you've been waiting for!""--Amazon.com",Jewish girls;Sisters;Sibling rivalry;Orthodox Judaism;Fiction,Image;StillImage,image/jpeg,item
hk0056,item,Combat of censorship,,,,,placeholder.jpg,"Havlin, B Sh;Worenklein, Daniel",2019,Ner Lamoer,"Brooklyn, NY",,,,,,illustrations,61 pages,30 cm,,,,,,,,,"""One morning, two of the biggest book printers in Venice discover that they are competing for the contracts of the same Jewish books. The solution to their problem is clear to both of them - to go tell the Pope that their competitor's books are filled with heresy against the Church, with hopes that the competition's books will be burned. Both of them were successful and an order was passed to burn all volumes of the Talmud throughout Italy. With the order set to be fulfilled on Rosh Hashanah, the Jews of Italy are in a race against time to rescind the evil decree and rescue their beloved seforim. In the meantime, soldiers are scouring the country. In Venice. Padua, Mantua and Rome, Jewish homes and shuls are raided and their seforim are gathered to be burned, among them the precious siddur that our hero, little Eliyahu, inherited from his grandfather Will Eliyahu succeed in recovering his siddur before it is condemned to destruction? Will the Jews of Ita!y rescue their beloved seforim? And who is ""Sammy Slick,"" the mysterious Gypsy boy who befriends our heroes? Why is he helping them? What does he really want? All these questions and more will be answered in Batsheva Havlin's exciting new comic-book. Combat of Censorship, a gripping historical adventure, filled with humor, emotion, and excitement. A story of hope that conquers despair, friendship that conquers selfishness and the struggle of the Jewish people to rescue the holy Torah.""--back cover.",Translations;Italy;Persecutions;Graphic novels;Haredi and religious literature;History,Image;StillImage,image/jpeg,item
hk0057,item,France in flames,,,,,placeholder.jpg,"Einhorn, P H;Zmora, Avram",2023,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,88 pages,33 cm,,,,,,,,,,Jewish families;France;Strasbourg (France);19th century;History;Graphic novels,Image;StillImage,image/jpeg,item
hk0058,item,The Berlin wall,,,,,placeholder.jpg,"Hershkowitz, M M (Menachem Mendel);Yarhi, G'aki",2023,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,73 pages,30 cm,,,,,,,,,,Germany (East);Berlin Wall;Germany;1961-1989;Berlin (Germany);Graphic novels;Haredi and religious literature,Image;StillImage,image/jpeg,item
hk0059,item,Tragedy and triumph : a story about the Baal Tosfos Yom Tov,,,,,placeholder.jpg,"Einhorn, P H;Zmora, Avram",2023,Shai Publishing,"Brooklyn, NY",Kinder Shpiel,,,,,color illustrations,112 pages,33 cm,,,,,,,,,,"Czech Republic;Prague (Czech Republic);Graphic novels;Heller, Yom Tov Lipmann ben Nathan ha-Levi Wallerstein, 1579-1654",Image;StillImage,image/jpeg,item
hk0060,item,"Lessons of greatness : a compilation of cartoon stories about gedolim as well as ""regular"" people with timely lessons sure to inspire children and adults over and over!",,,,,placeholder.jpg,"Keren, Daniel;Schwartz, Yonasan;Suval, Yishaya;Pensky, Tzai R",2017,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,35 pages,28 cm,,,,,,,,,,Jewish ethics;Rabbis;Judaism;Jewish religious education;Religious comics;Graphic novels;Biography,Image;StillImage,image/jpeg,item
hk0061,item,Moments of greatness : illustrated stories of our Gedolim,,,,,placeholder.jpg,"Pensky, Tzai R;Schwartz, Yonasan",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,44 pages,29 cm,,,,,,,,,,Rabbis;Anecdotes,Image;StillImage,image/jpeg,item
hk0062,item,My name is Emes,,,,,placeholder.jpg,"Schachter, Fishel;Schwartz, Yonasan;Pensky, Tzai R",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,45 pages,29 cm,,,,,,,,,,Truthfulness and falsehood;Judaism;Graphic novels;Religious comics,Image;StillImage,image/jpeg,item
hk0063,item,Snapshots of greatness : illustrated stories of our Gedolim,,,,,placeholder.jpg,"Pensky, Tzai R;Schwartz, Yonasan",2021,Chazak (Distribution) Entertainment,"Brooklyn, NY",,,,,,color illustrations,43 pages,29 cm,,,,,,,,,,Rabbis;Religious comics;Graphic novels;Biography,Image;StillImage,image/jpeg,item
hk0064,item,Kind little Rivka,,,,,rosenfeld_kindlittlerivka.jpg,"Rosenfeld, Dina Herman;Winn-Lederer, Ilene",1991,Hachai Publishing,"Brooklyn, NY",,,,,1st edition,color illustrations,1 volume,26 cm,Little greats,,,,,,,,,Bible stories;Biography;Picture books;Rebekah (Biblical matriarch),Image;StillImage,image/jpeg,item
hk0065,item,Who needs you?,,,,,placeholder.jpg,"Blau, Sara;Boroda, Joni Aliza",2020,It's Good To Know Publishing,"Brooklyn, NY",,,,,,color illustrations,24 pages,,,,,,,,,,,Jewish ethics;Jewish way of life,Image;StillImage,image/jpeg,item
hk0066,item,The thank yous never end! : a book about thanking Hashem,,,,,placeholder.jpg,"Schreiber, Alana;Simon, Mira",2022,Judaica Press,"Brooklyn, NY",Judaica Press Kids,,,,,color illustrations,14 pages,22 cm,,,,,,,,,,Gratitude;Judaism;Conduct of life;Jewish ethics;Board books,Image;StillImage,image/jpeg,item
